run_id,model,task,rep,doc_id,row_key,column,parse_status,present_cell,correct_cell
R002,ChatGPT,T6,rep3,D118,2567-ทถ-404,งบจัดสรร,ok,0,0
R002,ChatGPT,T6,rep3,D118,2567-ทถ-404,เบิกจ่าย,ok,0,0
R002,ChatGPT,T6,rep3,D118,2567-ทถ-404,จำนวนผู้เข้าร่วม,ok,0,0
R002,ChatGPT,T6,rep3,D118,2567-ทถ-404,กลุ่มเป้าหมาย,ok,0,0
R002,ChatGPT,T6,rep3,D118,2567-ทถ-404,สถานะ,ok,0,0
R002,ChatGPT,T6,rep3,D118,2567-ทถ-404,หมายเหตุ,ok,0,0
R002,ChatGPT,T6,rep3,D118,2567-สค-579,รหัสกิจกรรม,ok,0,0
R002,ChatGPT,T6,rep3,D118,2567-สค-579,ชื่อกิจกรรม,ok,0,0
R002,ChatGPT,T6,rep3,D118,2567-สค-579,หน่วยงานรับผิดชอบ,ok,0,0
R002,ChatGPT,T6,rep3,D118,2567-สค-579,งบจัดสรร,ok,0,0
R002,ChatGPT,T6,rep3,D118,2567-สค-579,เบิกจ่าย,ok,0,0
R002,ChatGPT,T6,rep3,D118,2567-สค-579,จำนวนผู้เข้าร่วม,ok,0,0
R002,ChatGPT,T6,rep3,D118,2567-สค-579,กลุ่มเป้าหมาย,ok,0,0
R002,ChatGPT,T6,rep3,D118,2567-สค-579,สถานะ,ok,0,0
R002,ChatGPT,T6,rep3,D118,2567-สค-579,หมายเหตุ,ok,0,0
R002,ChatGPT,T6,rep3,D118,2567-สค-722,รหัสกิจกรรม,ok,0,0
R002,ChatGPT,T6,rep3,D118,2567-สค-722,ชื่อกิจกรรม,ok,0,0
R002,ChatGPT,T6,rep3,D118,2567-สค-722,หน่วยงานรับผิดชอบ,ok,0,0
R002,ChatGPT,T6,rep3,D118,2567-สค-722,งบจัดสรร,ok,0,0
R002,ChatGPT,T6,rep3,D118,2567-สค-722,เบิกจ่าย,ok,0,0
R002,ChatGPT,T6,rep3,D118,2567-สค-722,จำนวนผู้เข้าร่วม,ok,0,0
R002,ChatGPT,T6,rep3,D118,2567-สค-722,กลุ่มเป้าหมาย,ok,0,0
R002,ChatGPT,T6,rep3,D118,2567-สค-722,สถานะ,ok,0,0
R002,ChatGPT,T6,rep3,D118,2567-สค-722,หมายเหตุ,ok,0,0
R002,ChatGPT,T6,rep3,D118,2567-สค-525,รหัสกิจกรรม,ok,0,0
R002,ChatGPT,T6,rep3,D118,2567-สค-525,ชื่อกิจกรรม,ok,0,0
R002,ChatGPT,T6,rep3,D118,2567-สค-525,หน่วยงานรับผิดชอบ,ok,0,0
R002,ChatGPT,T6,rep3,D118,2567-สค-525,งบจัดสรร,ok,0,0
R002,ChatGPT,T6,rep3,D118,2567-สค-525,เบิกจ่าย,ok,0,0
R002,ChatGPT,T6,rep3,D118,2567-สค-525,จำนวนผู้เข้าร่วม,ok,0,0
R002,ChatGPT,T6,rep3,D118,2567-สค-525,กลุ่มเป้าหมาย,ok,0,0
R002,ChatGPT,T6,rep3,D118,2567-สค-525,สถานะ,ok,0,0
R002,ChatGPT,T6,rep3,D118,2567-สค-525,หมายเหตุ,ok,0,0
R002,ChatGPT,T6,rep3,D119,2568-ศษ-253,รหัสกิจกรรม,ok,0,0
R002,ChatGPT,T6,rep3,D119,2568-ศษ-253,ชื่อกิจกรรม,ok,0,0
R002,ChatGPT,T6,rep3,D119,2568-ศษ-253,หน่วยงานรับผิดชอบ,ok,0,0
R002,ChatGPT,T6,rep3,D119,2568-ศษ-253,งบจัดสรร,ok,0,0
R002,ChatGPT,T6,rep3,D119,2568-ศษ-253,เบิกจ่าย,ok,0,0
R002,ChatGPT,T6,rep3,D119,2568-ศษ-253,จำนวนผู้เข้าร่วม,ok,0,0
R002,ChatGPT,T6,rep3,D119,2568-ศษ-253,กลุ่มเป้าหมาย,ok,0,0
R002,ChatGPT,T6,rep3,D119,2568-ศษ-253,สถานะ,ok,0,0
R002,ChatGPT,T6,rep3,D119,2568-ศษ-253,หมายเหตุ,ok,0,0
R002,ChatGPT,T6,rep3,D119,2568-ทถ-052,รหัสกิจกรรม,ok,0,0
R002,ChatGPT,T6,rep3,D119,2568-ทถ-052,ชื่อกิจกรรม,ok,0,0
R002,ChatGPT,T6,rep3,D119,2568-ทถ-052,หน่วยงานรับผิดชอบ,ok,0,0
R002,ChatGPT,T6,rep3,D119,2568-ทถ-052,งบจัดสรร,ok,0,0
R002,ChatGPT,T6,rep3,D119,2568-ทถ-052,เบิกจ่าย,ok,0,0
R002,ChatGPT,T6,rep3,D119,2568-ทถ-052,จำนวนผู้เข้าร่วม,ok,0,0
R002,ChatGPT,T6,rep3,D119,2568-ทถ-052,กลุ่มเป้าหมาย,ok,0,0
R002,ChatGPT,T6,rep3,D119,2568-ทถ-052,สถานะ,ok,0,0
R002,ChatGPT,T6,rep3,D119,2568-ทถ-052,หมายเหตุ,ok,0,0
R002,ChatGPT,T6,rep3,D119,2568-พช-695,รหัสกิจกรรม,ok,0,0
R002,ChatGPT,T6,rep3,D119,2568-พช-695,ชื่อกิจกรรม,ok,0,0
R002,ChatGPT,T6,rep3,D119,2568-พช-695,หน่วยงานรับผิดชอบ,ok,0,0
R002,ChatGPT,T6,rep3,D119,2568-พช-695,งบจัดสรร,ok,0,0
R002,ChatGPT,T6,rep3,D119,2568-พช-695,เบิกจ่าย,ok,0,0
R002,ChatGPT,T6,rep3,D119,2568-พช-695,จำนวนผู้เข้าร่วม,ok,0,0
R002,ChatGPT,T6,rep3,D119,2568-พช-695,กลุ่มเป้าหมาย,ok,0,0
R002,ChatGPT,T6,rep3,D119,2568-พช-695,สถานะ,ok,0,0
R002,ChatGPT,T6,rep3,D119,2568-พช-695,หมายเหตุ,ok,0,0
R002,ChatGPT,T6,rep3,D119,2568-ทถ-965,รหัสกิจกรรม,ok,0,0
R002,ChatGPT,T6,rep3,D119,2568-ทถ-965,ชื่อกิจกรรม,ok,0,0
R002,ChatGPT,T6,rep3,D119,2568-ทถ-965,หน่วยงานรับผิดชอบ,ok,0,0
R002,ChatGPT,T6,rep3,D119,2568-ทถ-965,งบจัดสรร,ok,0,0
R002,ChatGPT,T6,rep3,D119,2568-ทถ-965,เบิกจ่าย,ok,0,0
R002,ChatGPT,T6,rep3,D119,2568-ทถ-965,จำนวนผู้เข้าร่วม,ok,0,0
R002,ChatGPT,T6,rep3,D119,2568-ทถ-965,กลุ่มเป้าหมาย,ok,0,0
R002,ChatGPT,T6,rep3,D119,2568-ทถ-965,สถานะ,ok,0,0
R002,ChatGPT,T6,rep3,D119,2568-ทถ-965,หมายเหตุ,ok,0,0
R002,ChatGPT,T6,rep3,D119,2568-ศษ-806,รหัสกิจกรรม,ok,0,0
R002,ChatGPT,T6,rep3,D119,2568-ศษ-806,ชื่อกิจกรรม,ok,0,0
R002,ChatGPT,T6,rep3,D119,2568-ศษ-806,หน่วยงานรับผิดชอบ,ok,0,0
R002,ChatGPT,T6,rep3,D119,2568-ศษ-806,งบจัดสรร,ok,0,0
R002,ChatGPT,T6,rep3,D119,2568-ศษ-806,เบิกจ่าย,ok,0,0
R002,ChatGPT,T6,rep3,D119,2568-ศษ-806,จำนวนผู้เข้าร่วม,ok,0,0
R002,ChatGPT,T6,rep3,D119,2568-ศษ-806,กลุ่มเป้าหมาย,ok,0,0
R002,ChatGPT,T6,rep3,D119,2568-ศษ-806,สถานะ,ok,0,0
R002,ChatGPT,T6,rep3,D119,2568-ศษ-806,หมายเหตุ,ok,0,0
R002,ChatGPT,T6,rep3,D119,2568-สค-721,รหัสกิจกรรม,ok,0,0
R002,ChatGPT,T6,rep3,D119,2568-สค-721,ชื่อกิจกรรม,ok,0,0
R002,ChatGPT,T6,rep3,D119,2568-สค-721,หน่วยงานรับผิดชอบ,ok,0,0
R002,ChatGPT,T6,rep3,D119,2568-สค-721,งบจัดสรร,ok,0,0
R002,ChatGPT,T6,rep3,D119,2568-สค-721,เบิกจ่าย,ok,0,0
R002,ChatGPT,T6,rep3,D119,2568-สค-721,จำนวนผู้เข้าร่วม,ok,0,0
R002,ChatGPT,T6,rep3,D119,2568-สค-721,กลุ่มเป้าหมาย,ok,0,0
R002,ChatGPT,T6,rep3,D119,2568-สค-721,สถานะ,ok,0,0
R002,ChatGPT,T6,rep3,D119,2568-สค-721,หมายเหตุ,ok,0,0
R002,ChatGPT,T6,rep3,D120,2568-สค-715,รหัสกิจกรรม,ok,0,0
R002,ChatGPT,T6,rep3,D120,2568-สค-715,ชื่อกิจกรรม,ok,0,0
R002,ChatGPT,T6,rep3,D120,2568-สค-715,หน่วยงานรับผิดชอบ,ok,0,0
R002,ChatGPT,T6,rep3,D120,2568-สค-715,งบจัดสรร,ok,0,0
R002,ChatGPT,T6,rep3,D120,2568-สค-715,เบิกจ่าย,ok,0,0
R002,ChatGPT,T6,rep3,D120,2568-สค-715,จำนวนผู้เข้าร่วม,ok,0,0
R002,ChatGPT,T6,rep3,D120,2568-สค-715,กลุ่มเป้าหมาย,ok,0,0
R002,ChatGPT,T6,rep3,D120,2568-สค-715,สถานะ,ok,0,0
R002,ChatGPT,T6,rep3,D120,2568-สค-715,หมายเหตุ,ok,0,0
R002,ChatGPT,T6,rep3,D120,2568-สค-649,รหัสกิจกรรม,ok,0,0
R002,ChatGPT,T6,rep3,D120,2568-สค-649,ชื่อกิจกรรม,ok,0,0
R002,ChatGPT,T6,rep3,D120,2568-สค-649,หน่วยงานรับผิดชอบ,ok,0,0
R002,ChatGPT,T6,rep3,D120,2568-สค-649,งบจัดสรร,ok,0,0
R002,ChatGPT,T6,rep3,D120,2568-สค-649,เบิกจ่าย,ok,0,0
R002,ChatGPT,T6,rep3,D120,2568-สค-649,จำนวนผู้เข้าร่วม,ok,0,0
R002,ChatGPT,T6,rep3,D120,2568-สค-649,กลุ่มเป้าหมาย,ok,0,0
R002,ChatGPT,T6,rep3,D120,2568-สค-649,สถานะ,ok,0,0
R002,ChatGPT,T6,rep3,D120,2568-สค-649,หมายเหตุ,ok,0,0
R002,ChatGPT,T6,rep3,D120,2568-กษ-976,รหัสกิจกรรม,ok,0,0
R002,ChatGPT,T6,rep3,D120,2568-กษ-976,ชื่อกิจกรรม,ok,0,0
R002,ChatGPT,T6,rep3,D120,2568-กษ-976,หน่วยงานรับผิดชอบ,ok,0,0
R002,ChatGPT,T6,rep3,D120,2568-กษ-976,งบจัดสรร,ok,0,0
R002,ChatGPT,T6,rep3,D120,2568-กษ-976,เบิกจ่าย,ok,0,0
R002,ChatGPT,T6,rep3,D120,2568-กษ-976,จำนวนผู้เข้าร่วม,ok,0,0
R002,ChatGPT,T6,rep3,D120,2568-กษ-976,กลุ่มเป้าหมาย,ok,0,0
R002,ChatGPT,T6,rep3,D120,2568-กษ-976,สถานะ,ok,0,0
R002,ChatGPT,T6,rep3,D120,2568-กษ-976,หมายเหตุ,ok,0,0
R002,ChatGPT,T6,rep3,D120,2568-พช-050,รหัสกิจกรรม,ok,0,0
R002,ChatGPT,T6,rep3,D120,2568-พช-050,ชื่อกิจกรรม,ok,0,0
R002,ChatGPT,T6,rep3,D120,2568-พช-050,หน่วยงานรับผิดชอบ,ok,0,0
R002,ChatGPT,T6,rep3,D120,2568-พช-050,งบจัดสรร,ok,0,0
R002,ChatGPT,T6,rep3,D120,2568-พช-050,เบิกจ่าย,ok,0,0
R002,ChatGPT,T6,rep3,D120,2568-พช-050,จำนวนผู้เข้าร่วม,ok,0,0
R002,ChatGPT,T6,rep3,D120,2568-พช-050,กลุ่มเป้าหมาย,ok,0,0
R002,ChatGPT,T6,rep3,D120,2568-พช-050,สถานะ,ok,0,0
R002,ChatGPT,T6,rep3,D120,2568-พช-050,หมายเหตุ,ok,0,0
R002,ChatGPT,T6,rep3,D120,2568-ทถ-978,รหัสกิจกรรม,ok,0,0
R002,ChatGPT,T6,rep3,D120,2568-ทถ-978,ชื่อกิจกรรม,ok,0,0
R002,ChatGPT,T6,rep3,D120,2568-ทถ-978,หน่วยงานรับผิดชอบ,ok,0,0
R002,ChatGPT,T6,rep3,D120,2568-ทถ-978,งบจัดสรร,ok,0,0
R002,ChatGPT,T6,rep3,D120,2568-ทถ-978,เบิกจ่าย,ok,0,0
R002,ChatGPT,T6,rep3,D120,2568-ทถ-978,จำนวนผู้เข้าร่วม,ok,0,0
R002,ChatGPT,T6,rep3,D120,2568-ทถ-978,กลุ่มเป้าหมาย,ok,0,0
R002,ChatGPT,T6,rep3,D120,2568-ทถ-978,สถานะ,ok,0,0
R002,ChatGPT,T6,rep3,D120,2568-ทถ-978,หมายเหตุ,ok,0,0
R002,ChatGPT,T6,rep3,D120,2568-ศษ-055,รหัสกิจกรรม,ok,0,0
R002,ChatGPT,T6,rep3,D120,2568-ศษ-055,ชื่อกิจกรรม,ok,0,0
R002,ChatGPT,T6,rep3,D120,2568-ศษ-055,หน่วยงานรับผิดชอบ,ok,0,0
R002,ChatGPT,T6,rep3,D120,2568-ศษ-055,งบจัดสรร,ok,0,0
R002,ChatGPT,T6,rep3,D120,2568-ศษ-055,เบิกจ่าย,ok,0,0
R002,ChatGPT,T6,rep3,D120,2568-ศษ-055,จำนวนผู้เข้าร่วม,ok,0,0
R002,ChatGPT,T6,rep3,D120,2568-ศษ-055,กลุ่มเป้าหมาย,ok,0,0
R002,ChatGPT,T6,rep3,D120,2568-ศษ-055,สถานะ,ok,0,0
R002,ChatGPT,T6,rep3,D120,2568-ศษ-055,หมายเหตุ,ok,0,0
R002,ChatGPT,T6,rep3,D121,2567-สธ-620,รหัสกิจกรรม,ok,0,0
R002,ChatGPT,T6,rep3,D121,2567-สธ-620,ชื่อกิจกรรม,ok,0,0
R002,ChatGPT,T6,rep3,D121,2567-สธ-620,หน่วยงานรับผิดชอบ,ok,0,0
R002,ChatGPT,T6,rep3,D121,2567-สธ-620,งบจัดสรร,ok,0,0
R002,ChatGPT,T6,rep3,D121,2567-สธ-620,เบิกจ่าย,ok,0,0
R002,ChatGPT,T6,rep3,D121,2567-สธ-620,จำนวนผู้เข้าร่วม,ok,0,0
R002,ChatGPT,T6,rep3,D121,2567-สธ-620,กลุ่มเป้าหมาย,ok,0,0
R002,ChatGPT,T6,rep3,D121,2567-สธ-620,สถานะ,ok,0,0
R002,ChatGPT,T6,rep3,D121,2567-สธ-620,หมายเหตุ,ok,0,0
R002,ChatGPT,T6,rep3,D121,2567-ทถ-611,รหัสกิจกรรม,ok,0,0
R002,ChatGPT,T6,rep3,D121,2567-ทถ-611,ชื่อกิจกรรม,ok,0,0
R002,ChatGPT,T6,rep3,D121,2567-ทถ-611,หน่วยงานรับผิดชอบ,ok,0,0
R002,ChatGPT,T6,rep3,D121,2567-ทถ-611,งบจัดสรร,ok,0,0
R002,ChatGPT,T6,rep3,D121,2567-ทถ-611,เบิกจ่าย,ok,0,0
R002,ChatGPT,T6,rep3,D121,2567-ทถ-611,จำนวนผู้เข้าร่วม,ok,0,0
R002,ChatGPT,T6,rep3,D121,2567-ทถ-611,กลุ่มเป้าหมาย,ok,0,0
R002,ChatGPT,T6,rep3,D121,2567-ทถ-611,สถานะ,ok,0,0
R002,ChatGPT,T6,rep3,D121,2567-ทถ-611,หมายเหตุ,ok,0,0
R002,ChatGPT,T6,rep3,D121,2567-สธ-587,รหัสกิจกรรม,ok,0,0
R002,ChatGPT,T6,rep3,D121,2567-สธ-587,ชื่อกิจกรรม,ok,0,0
R002,ChatGPT,T6,rep3,D121,2567-สธ-587,หน่วยงานรับผิดชอบ,ok,0,0
R002,ChatGPT,T6,rep3,D121,2567-สธ-587,งบจัดสรร,ok,0,0
R002,ChatGPT,T6,rep3,D121,2567-สธ-587,เบิกจ่าย,ok,0,0
R002,ChatGPT,T6,rep3,D121,2567-สธ-587,จำนวนผู้เข้าร่วม,ok,0,0
R002,ChatGPT,T6,rep3,D121,2567-สธ-587,กลุ่มเป้าหมาย,ok,0,0
R002,ChatGPT,T6,rep3,D121,2567-สธ-587,สถานะ,ok,0,0
R002,ChatGPT,T6,rep3,D121,2567-สธ-587,หมายเหตุ,ok,0,0
R002,ChatGPT,T6,rep3,D121,2567-กษ-417,รหัสกิจกรรม,ok,0,0
R002,ChatGPT,T6,rep3,D121,2567-กษ-417,ชื่อกิจกรรม,ok,0,0
R002,ChatGPT,T6,rep3,D121,2567-กษ-417,หน่วยงานรับผิดชอบ,ok,0,0
R002,ChatGPT,T6,rep3,D121,2567-กษ-417,งบจัดสรร,ok,0,0
R002,ChatGPT,T6,rep3,D121,2567-กษ-417,เบิกจ่าย,ok,0,0
R002,ChatGPT,T6,rep3,D121,2567-กษ-417,จำนวนผู้เข้าร่วม,ok,0,0
R002,ChatGPT,T6,rep3,D121,2567-กษ-417,กลุ่มเป้าหมาย,ok,0,0
R002,ChatGPT,T6,rep3,D121,2567-กษ-417,สถานะ,ok,0,0
R002,ChatGPT,T6,rep3,D121,2567-กษ-417,หมายเหตุ,ok,0,0
R002,ChatGPT,T6,rep3,D121,2567-กษ-951,รหัสกิจกรรม,ok,0,0
R002,ChatGPT,T6,rep3,D121,2567-กษ-951,ชื่อกิจกรรม,ok,0,0
R002,ChatGPT,T6,rep3,D121,2567-กษ-951,หน่วยงานรับผิดชอบ,ok,0,0
R002,ChatGPT,T6,rep3,D121,2567-กษ-951,งบจัดสรร,ok,0,0
R002,ChatGPT,T6,rep3,D121,2567-กษ-951,เบิกจ่าย,ok,0,0
R002,ChatGPT,T6,rep3,D121,2567-กษ-951,จำนวนผู้เข้าร่วม,ok,0,0
R002,ChatGPT,T6,rep3,D121,2567-กษ-951,กลุ่มเป้าหมาย,ok,0,0
R002,ChatGPT,T6,rep3,D121,2567-กษ-951,สถานะ,ok,0,0
R002,ChatGPT,T6,rep3,D121,2567-กษ-951,หมายเหตุ,ok,0,0
R002,ChatGPT,T6,rep3,D121,2567-กษ-799,รหัสกิจกรรม,ok,0,0
R002,ChatGPT,T6,rep3,D121,2567-กษ-799,ชื่อกิจกรรม,ok,0,0
R002,ChatGPT,T6,rep3,D121,2567-กษ-799,หน่วยงานรับผิดชอบ,ok,0,0
R002,ChatGPT,T6,rep3,D121,2567-กษ-799,งบจัดสรร,ok,0,0
R002,ChatGPT,T6,rep3,D121,2567-กษ-799,เบิกจ่าย,ok,0,0
R002,ChatGPT,T6,rep3,D121,2567-กษ-799,จำนวนผู้เข้าร่วม,ok,0,0
R002,ChatGPT,T6,rep3,D121,2567-กษ-799,กลุ่มเป้าหมาย,ok,0,0
R002,ChatGPT,T6,rep3,D121,2567-กษ-799,สถานะ,ok,0,0
R002,ChatGPT,T6,rep3,D121,2567-กษ-799,หมายเหตุ,ok,0,0
R002,ChatGPT,T6,rep3,D122,2568-กษ-066,รหัสกิจกรรม,ok,0,0
R002,ChatGPT,T6,rep3,D122,2568-กษ-066,ชื่อกิจกรรม,ok,0,0
R002,ChatGPT,T6,rep3,D122,2568-กษ-066,หน่วยงานรับผิดชอบ,ok,0,0
R002,ChatGPT,T6,rep3,D122,2568-กษ-066,งบจัดสรร,ok,0,0
R002,ChatGPT,T6,rep3,D122,2568-กษ-066,เบิกจ่าย,ok,0,0
R002,ChatGPT,T6,rep3,D122,2568-กษ-066,จำนวนผู้เข้าร่วม,ok,0,0
R002,ChatGPT,T6,rep3,D122,2568-กษ-066,กลุ่มเป้าหมาย,ok,0,0
R002,ChatGPT,T6,rep3,D122,2568-กษ-066,สถานะ,ok,0,0
R002,ChatGPT,T6,rep3,D122,2568-กษ-066,หมายเหตุ,ok,0,0
R002,ChatGPT,T6,rep3,D122,2568-สธ-468,รหัสกิจกรรม,ok,0,0
R002,ChatGPT,T6,rep3,D122,2568-สธ-468,ชื่อกิจกรรม,ok,0,0
R002,ChatGPT,T6,rep3,D122,2568-สธ-468,หน่วยงานรับผิดชอบ,ok,0,0
R002,ChatGPT,T6,rep3,D122,2568-สธ-468,งบจัดสรร,ok,0,0
R002,ChatGPT,T6,rep3,D122,2568-สธ-468,เบิกจ่าย,ok,0,0
R002,ChatGPT,T6,rep3,D122,2568-สธ-468,จำนวนผู้เข้าร่วม,ok,0,0
R002,ChatGPT,T6,rep3,D122,2568-สธ-468,กลุ่มเป้าหมาย,ok,0,0
R002,ChatGPT,T6,rep3,D122,2568-สธ-468,สถานะ,ok,0,0
R002,ChatGPT,T6,rep3,D122,2568-สธ-468,หมายเหตุ,ok,0,0
R002,ChatGPT,T6,rep3,D122,2568-สค-616,รหัสกิจกรรม,ok,0,0
R002,ChatGPT,T6,rep3,D122,2568-สค-616,ชื่อกิจกรรม,ok,0,0
R002,ChatGPT,T6,rep3,D122,2568-สค-616,หน่วยงานรับผิดชอบ,ok,0,0
R002,ChatGPT,T6,rep3,D122,2568-สค-616,งบจัดสรร,ok,0,0
R002,ChatGPT,T6,rep3,D122,2568-สค-616,เบิกจ่าย,ok,0,0
R002,ChatGPT,T6,rep3,D122,2568-สค-616,จำนวนผู้เข้าร่วม,ok,0,0
R002,ChatGPT,T6,rep3,D122,2568-สค-616,กลุ่มเป้าหมาย,ok,0,0
R002,ChatGPT,T6,rep3,D122,2568-สค-616,สถานะ,ok,0,0
R002,ChatGPT,T6,rep3,D122,2568-สค-616,หมายเหตุ,ok,0,0
R002,ChatGPT,T6,rep3,D122,2568-พช-939,รหัสกิจกรรม,ok,0,0
R002,ChatGPT,T6,rep3,D122,2568-พช-939,ชื่อกิจกรรม,ok,0,0
R002,ChatGPT,T6,rep3,D122,2568-พช-939,หน่วยงานรับผิดชอบ,ok,0,0
R002,ChatGPT,T6,rep3,D122,2568-พช-939,งบจัดสรร,ok,0,0
R002,ChatGPT,T6,rep3,D122,2568-พช-939,เบิกจ่าย,ok,0,0
R002,ChatGPT,T6,rep3,D122,2568-พช-939,จำนวนผู้เข้าร่วม,ok,0,0
R002,ChatGPT,T6,rep3,D122,2568-พช-939,กลุ่มเป้าหมาย,ok,0,0
R002,ChatGPT,T6,rep3,D122,2568-พช-939,สถานะ,ok,0,0
R002,ChatGPT,T6,rep3,D122,2568-พช-939,หมายเหตุ,ok,0,0
R002,ChatGPT,T6,rep3,D122,2568-กษ-876,รหัสกิจกรรม,ok,0,0
R002,ChatGPT,T6,rep3,D122,2568-กษ-876,ชื่อกิจกรรม,ok,0,0
R002,ChatGPT,T6,rep3,D122,2568-กษ-876,หน่วยงานรับผิดชอบ,ok,0,0
R002,ChatGPT,T6,rep3,D122,2568-กษ-876,งบจัดสรร,ok,0,0
R002,ChatGPT,T6,rep3,D122,2568-กษ-876,เบิกจ่าย,ok,0,0
R002,ChatGPT,T6,rep3,D122,2568-กษ-876,จำนวนผู้เข้าร่วม,ok,0,0
R002,ChatGPT,T6,rep3,D122,2568-กษ-876,กลุ่มเป้าหมาย,ok,0,0
R002,ChatGPT,T6,rep3,D122,2568-กษ-876,สถานะ,ok,0,0
R002,ChatGPT,T6,rep3,D122,2568-กษ-876,หมายเหตุ,ok,0,0
R002,ChatGPT,T6,rep3,D122,2568-สธ-723,รหัสกิจกรรม,ok,0,0
R002,ChatGPT,T6,rep3,D122,2568-สธ-723,ชื่อกิจกรรม,ok,0,0
R002,ChatGPT,T6,rep3,D122,2568-สธ-723,หน่วยงานรับผิดชอบ,ok,0,0
R002,ChatGPT,T6,rep3,D122,2568-สธ-723,งบจัดสรร,ok,0,0
R002,ChatGPT,T6,rep3,D122,2568-สธ-723,เบิกจ่าย,ok,0,0
R002,ChatGPT,T6,rep3,D122,2568-สธ-723,จำนวนผู้เข้าร่วม,ok,0,0
R002,ChatGPT,T6,rep3,D122,2568-สธ-723,กลุ่มเป้าหมาย,ok,0,0
R002,ChatGPT,T6,rep3,D122,2568-สธ-723,สถานะ,ok,0,0
R002,ChatGPT,T6,rep3,D122,2568-สธ-723,หมายเหตุ,ok,0,0
R002,ChatGPT,T6,rep3,D122,2568-ทถ-987,รหัสกิจกรรม,ok,0,0
R002,ChatGPT,T6,rep3,D122,2568-ทถ-987,ชื่อกิจกรรม,ok,0,0
R002,ChatGPT,T6,rep3,D122,2568-ทถ-987,หน่วยงานรับผิดชอบ,ok,0,0
R002,ChatGPT,T6,rep3,D122,2568-ทถ-987,งบจัดสรร,ok,0,0
R002,ChatGPT,T6,rep3,D122,2568-ทถ-987,เบิกจ่าย,ok,0,0
R002,ChatGPT,T6,rep3,D122,2568-ทถ-987,จำนวนผู้เข้าร่วม,ok,0,0
R002,ChatGPT,T6,rep3,D122,2568-ทถ-987,กลุ่มเป้าหมาย,ok,0,0
R002,ChatGPT,T6,rep3,D122,2568-ทถ-987,สถานะ,ok,0,0
R002,ChatGPT,T6,rep3,D122,2568-ทถ-987,หมายเหตุ,ok,0,0
R002,ChatGPT,T6,rep3,D123,2568-ทถ-405,รหัสกิจกรรม,ok,0,0
R002,ChatGPT,T6,rep3,D123,2568-ทถ-405,ชื่อกิจกรรม,ok,0,0
