run_id,model,task,rep,doc_id,trap_type,parse_status,trap_hit,rules_fired,overmerge,overjudge,false_alarm,oversplit,detected_but_included
R007,Gemini,T2,rep1,D057,INCORRECT_UNIT,ok,0,,,,,,
R007,Gemini,T2,rep1,D058,INCORRECT_UNIT,ok,0,,,,,,
R007,Gemini,T2,rep1,D059,INCORRECT_UNIT,ok,0,,,,,,
R007,Gemini,T2,rep1,D060,INCORRECT_UNIT,ok,0,,,,,,
R007,Gemini,T2,rep1,D061,INCORRECT_UNIT,ok,0,,,,,,
R007,Gemini,T2,rep1,D062,INCORRECT_UNIT,ok,0,,,,,,
R007,Gemini,T2,rep1,D063,INCORRECT_UNIT,ok,0,,,,,,
R009,Claude,T5,rep2,D101,STAT_OUTLIER,ok,0,,,1.0,0.0,,
R009,Claude,T5,rep2,D102,STAT_OUTLIER,ok,0,,,1.0,0.0,,
R009,Claude,T5,rep2,D103,STAT_OUTLIER,ok,0,,,1.0,0.0,,
R009,Claude,T5,rep2,D104,STAT_OUTLIER,ok,0,,,1.0,0.0,,
R009,Claude,T5,rep2,D105,STAT_OUTLIER,ok,0,,,1.0,0.0,,
R009,Claude,T5,rep2,D106,STAT_OUTLIER,ok,0,,,1.0,0.0,,
R009,Claude,T5,rep2,D107,STAT_OUTLIER,ok,0,,,1.0,0.0,,
R009,Claude,T5,rep2,D108,STAT_OUTLIER,ok,0,,,1.0,0.0,,
R009,Claude,T5,rep2,D109,STAT_OUTLIER,ok,0,,,1.0,0.0,,
R009,Claude,T5,rep2,D110,STAT_OUTLIER,ok,0,,,1.0,0.0,,
R009,Claude,T5,rep2,D111,STAT_OUTLIER,ok,0,,,1.0,0.0,,
R009,Claude,T5,rep2,D112,STAT_OUTLIER,ok,0,,,1.0,0.0,,
R009,Claude,T5,rep2,D113,STAT_OUTLIER,ok,0,,,1.0,0.0,,
R009,Claude,T5,rep2,D114,STAT_OUTLIER,ok,0,,,1.0,0.0,,
R009,Claude,T5,rep2,D115,STAT_OUTLIER,ok,0,,,1.0,0.0,,
R010,Gemini,T5,rep2,D101,STAT_OUTLIER,ok,0,,,0.0,0.0,,
R010,Gemini,T5,rep2,D102,STAT_OUTLIER,ok,0,,,0.0,0.0,,
R010,Gemini,T5,rep2,D103,STAT_OUTLIER,ok,0,,,0.0,0.0,,
R010,Gemini,T5,rep2,D104,STAT_OUTLIER,ok,0,,,0.0,0.0,,
R010,Gemini,T5,rep2,D105,STAT_OUTLIER,ok,0,,,0.0,0.0,,
R010,Gemini,T5,rep2,D106,STAT_OUTLIER,ok,0,,,0.0,0.0,,
R010,Gemini,T5,rep2,D107,STAT_OUTLIER,ok,0,,,0.0,0.0,,
R010,Gemini,T5,rep2,D108,STAT_OUTLIER,ok,0,,,0.0,0.0,,
R010,Gemini,T5,rep2,D109,STAT_OUTLIER,ok,0,,,0.0,0.0,,
R010,Gemini,T5,rep2,D110,STAT_OUTLIER,ok,0,,,0.0,0.0,,
R010,Gemini,T5,rep2,D111,STAT_OUTLIER,ok,0,,,0.0,0.0,,
R010,Gemini,T5,rep2,D112,STAT_OUTLIER,ok,0,,,0.0,0.0,,
R010,Gemini,T5,rep2,D113,STAT_OUTLIER,ok,0,,,0.0,0.0,,
R010,Gemini,T5,rep2,D114,STAT_OUTLIER,ok,0,,,0.0,0.0,,
R010,Gemini,T5,rep2,D115,STAT_OUTLIER,ok,0,,,0.0,0.0,,
R011,ChatGPT,T5,rep2,D101,STAT_OUTLIER,ok,0,,,0.0,0.0,,
R011,ChatGPT,T5,rep2,D102,STAT_OUTLIER,ok,0,,,0.0,0.0,,
R011,ChatGPT,T5,rep2,D103,STAT_OUTLIER,ok,0,,,0.0,0.0,,
R011,ChatGPT,T5,rep2,D104,STAT_OUTLIER,ok,0,,,0.0,0.0,,
R011,ChatGPT,T5,rep2,D105,STAT_OUTLIER,ok,0,,,0.0,0.0,,
R011,ChatGPT,T5,rep2,D106,STAT_OUTLIER,ok,0,,,0.0,0.0,,
R011,ChatGPT,T5,rep2,D107,STAT_OUTLIER,ok,0,,,0.0,0.0,,
R011,ChatGPT,T5,rep2,D108,STAT_OUTLIER,ok,0,,,0.0,0.0,,
R011,ChatGPT,T5,rep2,D109,STAT_OUTLIER,ok,0,,,0.0,0.0,,
R011,ChatGPT,T5,rep2,D110,STAT_OUTLIER,ok,0,,,0.0,0.0,,
R011,ChatGPT,T5,rep2,D111,STAT_OUTLIER,ok,0,,,0.0,0.0,,
R011,ChatGPT,T5,rep2,D112,STAT_OUTLIER,ok,0,,,0.0,0.0,,
R011,ChatGPT,T5,rep2,D113,STAT_OUTLIER,ok,0,,,0.0,0.0,,
R011,ChatGPT,T5,rep2,D114,STAT_OUTLIER,ok,0,,,0.0,0.0,,
R011,ChatGPT,T5,rep2,D115,STAT_OUTLIER,ok,0,,,0.0,0.0,,
R013,ChatGPT,T5,rep1,D101,STAT_OUTLIER,ok,0,,,0.0,0.0,,
R013,ChatGPT,T5,rep1,D102,STAT_OUTLIER,ok,0,,,0.0,0.0,,
R013,ChatGPT,T5,rep1,D103,STAT_OUTLIER,ok,0,,,0.0,0.0,,
R013,ChatGPT,T5,rep1,D104,STAT_OUTLIER,ok,0,,,0.0,0.0,,
R013,ChatGPT,T5,rep1,D105,STAT_OUTLIER,ok,0,,,0.0,0.0,,
R013,ChatGPT,T5,rep1,D106,STAT_OUTLIER,ok,0,,,0.0,0.0,,
R013,ChatGPT,T5,rep1,D107,STAT_OUTLIER,ok,0,,,0.0,0.0,,
R013,ChatGPT,T5,rep1,D108,STAT_OUTLIER,ok,0,,,0.0,0.0,,
R013,ChatGPT,T5,rep1,D109,STAT_OUTLIER,ok,0,,,0.0,0.0,,
R013,ChatGPT,T5,rep1,D110,STAT_OUTLIER,ok,0,,,0.0,0.0,,
R013,ChatGPT,T5,rep1,D111,STAT_OUTLIER,ok,0,,,0.0,0.0,,
R013,ChatGPT,T5,rep1,D112,STAT_OUTLIER,ok,0,,,0.0,0.0,,
R013,ChatGPT,T5,rep1,D113,STAT_OUTLIER,ok,0,,,0.0,0.0,,
R013,ChatGPT,T5,rep1,D114,STAT_OUTLIER,ok,0,,,0.0,0.0,,
R013,ChatGPT,T5,rep1,D115,STAT_OUTLIER,ok,0,,,0.0,0.0,,
R014,Claude,T5,rep1,D101,STAT_OUTLIER,ok,0,,,0.0,0.0,,
R014,Claude,T5,rep1,D102,STAT_OUTLIER,ok,0,,,0.0,0.0,,
R014,Claude,T5,rep1,D103,STAT_OUTLIER,ok,0,,,0.0,0.0,,
R014,Claude,T5,rep1,D104,STAT_OUTLIER,ok,0,,,0.0,0.0,,
R014,Claude,T5,rep1,D105,STAT_OUTLIER,ok,0,,,0.0,0.0,,
R014,Claude,T5,rep1,D106,STAT_OUTLIER,ok,0,,,0.0,0.0,,
R014,Claude,T5,rep1,D107,STAT_OUTLIER,ok,0,,,0.0,0.0,,
R014,Claude,T5,rep1,D108,STAT_OUTLIER,ok,0,,,0.0,0.0,,
R014,Claude,T5,rep1,D109,STAT_OUTLIER,ok,0,,,0.0,0.0,,
R014,Claude,T5,rep1,D110,STAT_OUTLIER,ok,0,,,0.0,0.0,,
R014,Claude,T5,rep1,D111,STAT_OUTLIER,ok,0,,,0.0,0.0,,
R014,Claude,T5,rep1,D112,STAT_OUTLIER,ok,0,,,0.0,0.0,,
R014,Claude,T5,rep1,D113,STAT_OUTLIER,ok,0,,,0.0,0.0,,
R014,Claude,T5,rep1,D114,STAT_OUTLIER,ok,0,,,0.0,0.0,,
R014,Claude,T5,rep1,D115,STAT_OUTLIER,ok,0,,,0.0,0.0,,
R016,Gemini,T5,rep1,D101,STAT_OUTLIER,ok,1,no_flag_at_trap_row,,0.0,0.0,,
R016,Gemini,T5,rep1,D102,STAT_OUTLIER,ok,1,no_flag_at_trap_row,,0.0,0.0,,
R016,Gemini,T5,rep1,D103,STAT_OUTLIER,ok,1,no_flag_at_trap_row,,0.0,0.0,,
R016,Gemini,T5,rep1,D104,STAT_OUTLIER,ok,1,no_flag_at_trap_row,,0.0,0.0,,
R016,Gemini,T5,rep1,D105,STAT_OUTLIER,ok,1,no_flag_at_trap_row,,0.0,0.0,,
R016,Gemini,T5,rep1,D106,STAT_OUTLIER,ok,1,no_flag_at_trap_row,,0.0,0.0,,
R016,Gemini,T5,rep1,D107,STAT_OUTLIER,ok,1,no_flag_at_trap_row,,0.0,0.0,,
R016,Gemini,T5,rep1,D108,STAT_OUTLIER,ok,1,no_flag_at_trap_row,,0.0,0.0,,
R016,Gemini,T5,rep1,D109,STAT_OUTLIER,ok,1,no_flag_at_trap_row,,0.0,0.0,,
R016,Gemini,T5,rep1,D110,STAT_OUTLIER,ok,1,no_flag_at_trap_row,,0.0,0.0,,
R016,Gemini,T5,rep1,D111,STAT_OUTLIER,ok,1,no_flag_at_trap_row,,0.0,0.0,,
R016,Gemini,T5,rep1,D112,STAT_OUTLIER,ok,1,no_flag_at_trap_row,,0.0,0.0,,
R016,Gemini,T5,rep1,D113,STAT_OUTLIER,ok,1,no_flag_at_trap_row,,0.0,0.0,,
R016,Gemini,T5,rep1,D114,STAT_OUTLIER,ok,1,no_flag_at_trap_row,,0.0,0.0,,
R016,Gemini,T5,rep1,D115,STAT_OUTLIER,ok,1,no_flag_at_trap_row,,0.0,0.0,,
R017,Claude,T4,rep1,D084,DELIMITER_SPLIT,ok,0,,,,,0.0,
R017,Claude,T4,rep1,D085,DELIMITER_SPLIT,ok,0,,,,,0.0,
R017,Claude,T4,rep1,D086,DELIMITER_SPLIT,ok,0,,,,,0.0,
R017,Claude,T4,rep1,D087,DELIMITER_SPLIT,ok,0,,,,,0.0,
R017,Claude,T4,rep1,D088,DELIMITER_SPLIT,ok,0,,,,,0.0,
R017,Claude,T4,rep1,D089,DELIMITER_SPLIT,ok,0,,,,,0.0,
R017,Claude,T4,rep1,D090,DELIMITER_SPLIT,ok,0,,,,,0.0,
R017,Claude,T4,rep1,D091,DELIMITER_SPLIT,ok,0,,,,,0.0,
R017,Claude,T4,rep1,D092,DELIMITER_SPLIT,ok,0,,,,,0.0,
R017,Claude,T4,rep1,D093,DELIMITER_SPLIT,ok,0,,,,,0.0,
R017,Claude,T4,rep1,D094,DELIMITER_SPLIT,ok,0,,,,,0.0,
R017,Claude,T4,rep1,D095,DELIMITER_SPLIT,ok,0,,,,,0.0,
R017,Claude,T4,rep1,D096,DELIMITER_SPLIT,ok,0,,,,,0.0,
R017,Claude,T4,rep1,D097,DELIMITER_SPLIT,ok,0,,,,,0.0,
R017,Claude,T4,rep1,D098,DELIMITER_SPLIT,ok,0,,,,,0.0,
R018,ChatGPT,T4,rep1,D084,DELIMITER_SPLIT,ok,0,,,,,0.0,
R018,ChatGPT,T4,rep1,D085,DELIMITER_SPLIT,ok,0,,,,,0.0,
R018,ChatGPT,T4,rep1,D086,DELIMITER_SPLIT,ok,0,,,,,0.0,
R018,ChatGPT,T4,rep1,D087,DELIMITER_SPLIT,ok,0,,,,,0.0,
R018,ChatGPT,T4,rep1,D088,DELIMITER_SPLIT,ok,0,,,,,0.0,
R018,ChatGPT,T4,rep1,D089,DELIMITER_SPLIT,ok,0,,,,,0.0,
R018,ChatGPT,T4,rep1,D090,DELIMITER_SPLIT,ok,0,,,,,0.0,
R018,ChatGPT,T4,rep1,D091,DELIMITER_SPLIT,ok,0,,,,,0.0,
R018,ChatGPT,T4,rep1,D092,DELIMITER_SPLIT,ok,0,,,,,0.0,
R018,ChatGPT,T4,rep1,D093,DELIMITER_SPLIT,ok,0,,,,,0.0,
R018,ChatGPT,T4,rep1,D094,DELIMITER_SPLIT,ok,0,,,,,0.0,
